
=== 西瓜信息表 (watermelon_data) ===
设备编号	采集时间戳	糖度(Brix)	成熟度	信息
1001-01-01	1778255400	10.91	0.873	{"clr": 5460, "nir": 11920, "c415": 4460, "c445": 4560, "c480": 4660, "c515": 4760, "c555": 4860, "c595": 4960, "c640": 5060, "c680": 5160}
1001-01-01	1778255100	11.21	0.897	{"clr": 5455, "nir": 11910, "c415": 4455, "c445": 4555, "c480": 4655, "c515": 4755, "c555": 4855, "c595": 4955, "c640": 5055, "c680": 5155}
1001-01-01	1778254800	11.17	0.894	{"clr": 5450, "nir": 11900, "c415": 4450, "c445": 4550, "c480": 4650, "c515": 4750, "c555": 4850, "c595": 4950, "c640": 5050, "c680": 5150}
1001-01-01	1778254500	10.86	0.869	{"clr": 5445, "nir": 11890, "c415": 4445, "c445": 4545, "c480": 4645, "c515": 4745, "c555": 4845, "c595": 4945, "c640": 5045, "c680": 5145}
1001-01-01	1778254200	10.91	0.873	{"clr": 5440, "nir": 11880, "c415": 4440, "c445": 4540, "c480": 4640, "c515": 4740, "c555": 4840, "c595": 4940, "c640": 5040, "c680": 5140}
1001-01-01	1778253900	10.82	0.866	{"clr": 5435, "nir": 11870, "c415": 4435, "c445": 4535, "c480": 4635, "c515": 4735, "c555": 4835, "c595": 4935, "c640": 5035, "c680": 5135}
1001-01-01	1778253600	10.92	0.874	{"clr": 5430, "nir": 11860, "c415": 4430, "c445": 4530, "c480": 4630, "c515": 4730, "c555": 4830, "c595": 4930, "c640": 5030, "c680": 5130}
1001-01-01	1778253300	11.12	0.890	{"clr": 5425, "nir": 11850, "c415": 4425, "c445": 4525, "c480": 4625, "c515": 4725, "c555": 4825, "c595": 4925, "c640": 5025, "c680": 5125}
1001-01-01	1778253000	11.02	0.882	{"clr": 5420, "nir": 11840, "c415": 4420, "c445": 4520, "c480": 4620, "c515": 4720, "c555": 4820, "c595": 4920, "c640": 5020, "c680": 5120}
1001-01-01	1778252700	10.93	0.874	{"clr": 5415, "nir": 11830, "c415": 4415, "c445": 4515, "c480": 4615, "c515": 4715, "c555": 4815, "c595": 4915, "c640": 5015, "c680": 5115}
1001-01-01	1778252400	11.20	0.896	{"clr": 5410, "nir": 11820, "c415": 4410, "c445": 4510, "c480": 4610, "c515": 4710, "c555": 4810, "c595": 4910, "c640": 5010, "c680": 5110}
1001-01-01	1778252100	11.01	0.881	{"clr": 5405, "nir": 11810, "c415": 4405, "c445": 4505, "c480": 4605, "c515": 4705, "c555": 4805, "c595": 4905, "c640": 5005, "c680": 5105}
1001-01-01	1778251800	10.89	0.871	{"clr": 5400, "nir": 11800, "c415": 4400, "c445": 4500, "c480": 4600, "c515": 4700, "c555": 4800, "c595": 4900, "c640": 5000, "c680": 5100}
1001-01-01	1778251500	11.14	0.891	{"clr": 5395, "nir": 11790, "c415": 4395, "c445": 4495, "c480": 4595, "c515": 4695, "c555": 4795, "c595": 4895, "c640": 4995, "c680": 5095}
1001-01-01	1778251200	10.81	0.865	{"clr": 5390, "nir": 11780, "c415": 4390, "c445": 4490, "c480": 4590, "c515": 4690, "c555": 4790, "c595": 4890, "c640": 4990, "c680": 5090}
1001-01-01	1778250900	10.82	0.866	{"clr": 5385, "nir": 11770, "c415": 4385, "c445": 4485, "c480": 4585, "c515": 4685, "c555": 4785, "c595": 4885, "c640": 4985, "c680": 5085}
1001-01-01	1778250600	10.84	0.867	{"clr": 5380, "nir": 11760, "c415": 4380, "c445": 4480, "c480": 4580, "c515": 4680, "c555": 4780, "c595": 4880, "c640": 4980, "c680": 5080}
1001-01-01	1778250300	10.87	0.870	{"clr": 5375, "nir": 11750, "c415": 4375, "c445": 4475, "c480": 4575, "c515": 4675, "c555": 4775, "c595": 4875, "c640": 4975, "c680": 5075}
1001-01-01	1778250000	11.02	0.882	{"clr": 5370, "nir": 11740, "c415": 4370, "c445": 4470, "c480": 4570, "c515": 4670, "c555": 4770, "c595": 4870, "c640": 4970, "c680": 5070}
1001-01-01	1778249700	11.16	0.893	{"clr": 5365, "nir": 11730, "c415": 4365, "c445": 4465, "c480": 4565, "c515": 4665, "c555": 4765, "c595": 4865, "c640": 4965, "c680": 5065}
1001-01-01	1778249400	11.07	0.886	{"clr": 5360, "nir": 11720, "c415": 4360, "c445": 4460, "c480": 4560, "c515": 4660, "c555": 4760, "c595": 4860, "c640": 4960, "c680": 5060}
1001-01-01	1778249100	10.87	0.870	{"clr": 5355, "nir": 11710, "c415": 4355, "c445": 4455, "c480": 4555, "c515": 4655, "c555": 4755, "c595": 4855, "c640": 4955, "c680": 5055}
1001-01-01	1778248800	10.82	0.866	{"clr": 5350, "nir": 11700, "c415": 4350, "c445": 4450, "c480": 4550, "c515": 4650, "c555": 4750, "c595": 4850, "c640": 4950, "c680": 5050}
1001-01-01	1778248500	10.95	0.876	{"clr": 5345, "nir": 11690, "c415": 4345, "c445": 4445, "c480": 4545, "c515": 4645, "c555": 4745, "c595": 4845, "c640": 4945, "c680": 5045}
1001-01-01	1778248200	10.93	0.874	{"clr": 5340, "nir": 11680, "c415": 4340, "c445": 4440, "c480": 4540, "c515": 4640, "c555": 4740, "c595": 4840, "c640": 4940, "c680": 5040}
1001-01-01	1778247900	10.84	0.867	{"clr": 5335, "nir": 11670, "c415": 4335, "c445": 4435, "c480": 4535, "c515": 4635, "c555": 4735, "c595": 4835, "c640": 4935, "c680": 5035}
1001-01-01	1778247600	11.09	0.887	{"clr": 5330, "nir": 11660, "c415": 4330, "c445": 4430, "c480": 4530, "c515": 4630, "c555": 4730, "c595": 4830, "c640": 4930, "c680": 5030}
1001-01-01	1778247300	10.88	0.870	{"clr": 5325, "nir": 11650, "c415": 4325, "c445": 4425, "c480": 4525, "c515": 4625, "c555": 4725, "c595": 4825, "c640": 4925, "c680": 5025}
1001-01-01	1778247000	10.86	0.869	{"clr": 5320, "nir": 11640, "c415": 4320, "c445": 4420, "c480": 4520, "c515": 4620, "c555": 4720, "c595": 4820, "c640": 4920, "c680": 5020}
1001-01-01	1778246700	11.01	0.881	{"clr": 5315, "nir": 11630, "c415": 4315, "c445": 4415, "c480": 4515, "c515": 4615, "c555": 4715, "c595": 4815, "c640": 4915, "c680": 5015}
1001-01-01	1778246400	11.01	0.881	{"clr": 5310, "nir": 11620, "c415": 4310, "c445": 4410, "c480": 4510, "c515": 4610, "c555": 4710, "c595": 4810, "c640": 4910, "c680": 5010}
1001-01-01	1778246100	10.82	0.866	{"clr": 5305, "nir": 11610, "c415": 4305, "c445": 4405, "c480": 4505, "c515": 4605, "c555": 4705, "c595": 4805, "c640": 4905, "c680": 5005}
1001-01-01	1778245800	10.79	0.863	{"clr": 5300, "nir": 11600, "c415": 4300, "c445": 4400, "c480": 4500, "c515": 4600, "c555": 4700, "c595": 4800, "c640": 4900, "c680": 5000}
1001-01-01	1778245500	10.79	0.863	{"clr": 5295, "nir": 11590, "c415": 4295, "c445": 4395, "c480": 4495, "c515": 4595, "c555": 4695, "c595": 4795, "c640": 4895, "c680": 4995}
1001-01-01	1778245200	10.79	0.863	{"clr": 5290, "nir": 11580, "c415": 4290, "c445": 4390, "c480": 4490, "c515": 4590, "c555": 4690, "c595": 4790, "c640": 4890, "c680": 4990}
1001-01-01	1778244900	10.82	0.866	{"clr": 5285, "nir": 11570, "c415": 4285, "c445": 4385, "c480": 4485, "c515": 4585, "c555": 4685, "c595": 4785, "c640": 4885, "c680": 4985}
1001-01-01	1778244600	10.85	0.868	{"clr": 5280, "nir": 11560, "c415": 4280, "c445": 4380, "c480": 4480, "c515": 4580, "c555": 4680, "c595": 4780, "c640": 4880, "c680": 4980}
1001-01-01	1778244300	10.90	0.872	{"clr": 5275, "nir": 11550, "c415": 4275, "c445": 4375, "c480": 4475, "c515": 4575, "c555": 4675, "c595": 4775, "c640": 4875, "c680": 4975}
1001-01-01	1778244000	10.82	0.866	{"clr": 5270, "nir": 11540, "c415": 4270, "c445": 4370, "c480": 4470, "c515": 4570, "c555": 4670, "c595": 4770, "c640": 4870, "c680": 4970}
1001-01-01	1778243700	10.96	0.877	{"clr": 5265, "nir": 11530, "c415": 4265, "c445": 4365, "c480": 4465, "c515": 4565, "c555": 4665, "c595": 4765, "c640": 4865, "c680": 4965}
1001-01-01	1778243400	10.96	0.877	{"clr": 5260, "nir": 11520, "c415": 4260, "c445": 4360, "c480": 4460, "c515": 4560, "c555": 4660, "c595": 4760, "c640": 4860, "c680": 4960}
1001-01-01	1778243100	10.76	0.861	{"clr": 5255, "nir": 11510, "c415": 4255, "c445": 4355, "c480": 4455, "c515": 4555, "c555": 4655, "c595": 4755, "c640": 4855, "c680": 4955}
1001-01-01	1778242800	10.96	0.877	{"clr": 5250, "nir": 11500, "c415": 4250, "c445": 4350, "c480": 4450, "c515": 4550, "c555": 4650, "c595": 4750, "c640": 4850, "c680": 4950}
1001-01-01	1778242500	10.85	0.868	{"clr": 5245, "nir": 11490, "c415": 4245, "c445": 4345, "c480": 4445, "c515": 4545, "c555": 4645, "c595": 4745, "c640": 4845, "c680": 4945}
1001-01-01	1778242200	10.99	0.879	{"clr": 5240, "nir": 11480, "c415": 4240, "c445": 4340, "c480": 4440, "c515": 4540, "c555": 4640, "c595": 4740, "c640": 4840, "c680": 4940}
1001-01-01	1778241900	10.84	0.867	{"clr": 5235, "nir": 11470, "c415": 4235, "c445": 4335, "c480": 4435, "c515": 4535, "c555": 4635, "c595": 4735, "c640": 4835, "c680": 4935}
1001-01-01	1778241600	10.98	0.878	{"clr": 5230, "nir": 11460, "c415": 4230, "c445": 4330, "c480": 4430, "c515": 4530, "c555": 4630, "c595": 4730, "c640": 4830, "c680": 4930}
1001-01-01	1778241300	10.98	0.878	{"clr": 5225, "nir": 11450, "c415": 4225, "c445": 4325, "c480": 4425, "c515": 4525, "c555": 4625, "c595": 4725, "c640": 4825, "c680": 4925}
1001-01-01	1778241000	10.80	0.864	{"clr": 5220, "nir": 11440, "c415": 4220, "c445": 4320, "c480": 4420, "c515": 4520, "c555": 4620, "c595": 4720, "c640": 4820, "c680": 4920}
1001-01-01	1778240700	10.76	0.861	{"clr": 5215, "nir": 11430, "c415": 4215, "c445": 4315, "c480": 4415, "c515": 4515, "c555": 4615, "c595": 4715, "c640": 4815, "c680": 4915}
1001-01-01	1778240400	10.77	0.862	{"clr": 5210, "nir": 11420, "c415": 4210, "c445": 4310, "c480": 4410, "c515": 4510, "c555": 4610, "c595": 4710, "c640": 4810, "c680": 4910}
1001-01-01	1778240100	10.79	0.863	{"clr": 5205, "nir": 11410, "c415": 4205, "c445": 4305, "c480": 4405, "c515": 4505, "c555": 4605, "c595": 4705, "c640": 4805, "c680": 4905}
1001-01-01	1778239800	10.83	0.866	{"clr": 5200, "nir": 11400, "c415": 4200, "c445": 4300, "c480": 4400, "c515": 4500, "c555": 4600, "c595": 4700, "c640": 4800, "c680": 4900}
1001-01-01	1778239500	10.88	0.870	{"clr": 5195, "nir": 11390, "c415": 4195, "c445": 4295, "c480": 4395, "c515": 4495, "c555": 4595, "c595": 4695, "c640": 4795, "c680": 4895}
1001-01-01	1778239200	10.97	0.878	{"clr": 5190, "nir": 11380, "c415": 4190, "c445": 4290, "c480": 4390, "c515": 4490, "c555": 4590, "c595": 4690, "c640": 4790, "c680": 4890}
1001-01-01	1778238900	11.09	0.887	{"clr": 5185, "nir": 11370, "c415": 4185, "c445": 4285, "c480": 4385, "c515": 4485, "c555": 4585, "c595": 4685, "c640": 4785, "c680": 4885}
1001-01-01	1778238600	10.86	0.869	{"clr": 5180, "nir": 11360, "c415": 4180, "c445": 4280, "c480": 4380, "c515": 4480, "c555": 4580, "c595": 4680, "c640": 4780, "c680": 4880}
1001-01-01	1778238300	10.69	0.855	{"clr": 5175, "nir": 11350, "c415": 4175, "c445": 4275, "c480": 4375, "c515": 4475, "c555": 4575, "c595": 4675, "c640": 4775, "c680": 4875}
1001-01-01	1778238000	10.78	0.862	{"clr": 5170, "nir": 11340, "c415": 4170, "c445": 4270, "c480": 4370, "c515": 4470, "c555": 4570, "c595": 4670, "c640": 4770, "c680": 4870}
1001-01-01	1778237700	10.71	0.857	{"clr": 5165, "nir": 11330, "c415": 4165, "c445": 4265, "c480": 4365, "c515": 4465, "c555": 4565, "c595": 4665, "c640": 4765, "c680": 4865}
1001-01-01	1778237400	10.96	0.877	{"clr": 5160, "nir": 11320, "c415": 4160, "c445": 4260, "c480": 4360, "c515": 4460, "c555": 4560, "c595": 4660, "c640": 4760, "c680": 4860}
1001-01-01	1778237100	11.00	0.880	{"clr": 5155, "nir": 11310, "c415": 4155, "c445": 4255, "c480": 4355, "c515": 4455, "c555": 4555, "c595": 4655, "c640": 4755, "c680": 4855}
1001-01-01	1778236800	10.86	0.869	{"clr": 5150, "nir": 11300, "c415": 4150, "c445": 4250, "c480": 4350, "c515": 4450, "c555": 4550, "c595": 4650, "c640": 4750, "c680": 4850}
1001-01-01	1778236500	10.74	0.859	{"clr": 5145, "nir": 11290, "c415": 4145, "c445": 4245, "c480": 4345, "c515": 4445, "c555": 4545, "c595": 4645, "c640": 4745, "c680": 4845}
1001-01-01	1778236200	10.86	0.869	{"clr": 5140, "nir": 11280, "c415": 4140, "c445": 4240, "c480": 4340, "c515": 4440, "c555": 4540, "c595": 4640, "c640": 4740, "c680": 4840}
1001-01-01	1778235900	10.96	0.877	{"clr": 5135, "nir": 11270, "c415": 4135, "c445": 4235, "c480": 4335, "c515": 4435, "c555": 4535, "c595": 4635, "c640": 4735, "c680": 4835}
1001-01-01	1778235600	10.82	0.866	{"clr": 5130, "nir": 11260, "c415": 4130, "c445": 4230, "c480": 4330, "c515": 4430, "c555": 4530, "c595": 4630, "c640": 4730, "c680": 4830}
1001-01-01	1778235300	10.97	0.878	{"clr": 5125, "nir": 11250, "c415": 4125, "c445": 4225, "c480": 4325, "c515": 4425, "c555": 4525, "c595": 4625, "c640": 4725, "c680": 4825}
1001-01-01	1778235000	10.98	0.878	{"clr": 5120, "nir": 11240, "c415": 4120, "c445": 4220, "c480": 4320, "c515": 4420, "c555": 4520, "c595": 4620, "c640": 4720, "c680": 4820}
1001-01-01	1778234700	10.95	0.876	{"clr": 5115, "nir": 11230, "c415": 4115, "c445": 4215, "c480": 4315, "c515": 4415, "c555": 4515, "c595": 4615, "c640": 4715, "c680": 4815}
1001-01-01	1778234400	11.04	0.883	{"clr": 5110, "nir": 11220, "c415": 4110, "c445": 4210, "c480": 4310, "c515": 4410, "c555": 4510, "c595": 4610, "c640": 4710, "c680": 4810}
1001-01-01	1778234100	10.81	0.865	{"clr": 5105, "nir": 11210, "c415": 4105, "c445": 4205, "c480": 4305, "c515": 4405, "c555": 4505, "c595": 4605, "c640": 4705, "c680": 4805}
1001-01-01	1778233800	11.04	0.883	{"clr": 5100, "nir": 11200, "c415": 4100, "c445": 4200, "c480": 4300, "c515": 4400, "c555": 4500, "c595": 4600, "c640": 4700, "c680": 4800}
1001-01-01	1778233500	10.98	0.878	{"clr": 5095, "nir": 11190, "c415": 4095, "c445": 4195, "c480": 4295, "c515": 4395, "c555": 4495, "c595": 4595, "c640": 4695, "c680": 4795}
1001-01-01	1778233200	10.81	0.865	{"clr": 5090, "nir": 11180, "c415": 4090, "c445": 4190, "c480": 4290, "c515": 4390, "c555": 4490, "c595": 4590, "c640": 4690, "c680": 4790}
1001-01-01	1778232900	10.67	0.854	{"clr": 5085, "nir": 11170, "c415": 4085, "c445": 4185, "c480": 4285, "c515": 4385, "c555": 4485, "c595": 4585, "c640": 4685, "c680": 4785}
1001-01-01	1778232600	10.77	0.862	{"clr": 5080, "nir": 11160, "c415": 4080, "c445": 4180, "c480": 4280, "c515": 4380, "c555": 4480, "c595": 4580, "c640": 4680, "c680": 4780}
1001-01-01	1778232300	10.98	0.878	{"clr": 5075, "nir": 11150, "c415": 4075, "c445": 4175, "c480": 4275, "c515": 4375, "c555": 4475, "c595": 4575, "c640": 4675, "c680": 4775}
1001-01-01	1778232000	11.02	0.882	{"clr": 5070, "nir": 11140, "c415": 4070, "c445": 4170, "c480": 4270, "c515": 4370, "c555": 4470, "c595": 4570, "c640": 4670, "c680": 4770}
1001-01-01	1778231700	11.03	0.882	{"clr": 5065, "nir": 11130, "c415": 4065, "c445": 4165, "c480": 4265, "c515": 4365, "c555": 4465, "c595": 4565, "c640": 4665, "c680": 4765}
1001-01-01	1778231400	10.90	0.872	{"clr": 5060, "nir": 11120, "c415": 4060, "c445": 4160, "c480": 4260, "c515": 4360, "c555": 4460, "c595": 4560, "c640": 4660, "c680": 4760}
1001-01-01	1778231100	10.95	0.876	{"clr": 5055, "nir": 11110, "c415": 4055, "c445": 4155, "c480": 4255, "c515": 4355, "c555": 4455, "c595": 4555, "c640": 4655, "c680": 4755}
1001-01-01	1778230800	10.79	0.863	{"clr": 5050, "nir": 11100, "c415": 4050, "c445": 4150, "c480": 4250, "c515": 4350, "c555": 4450, "c595": 4550, "c640": 4650, "c680": 4750}
1001-01-01	1778230500	10.80	0.864	{"clr": 5045, "nir": 11090, "c415": 4045, "c445": 4145, "c480": 4245, "c515": 4345, "c555": 4445, "c595": 4545, "c640": 4645, "c680": 4745}
1001-01-01	1778230200	10.86	0.869	{"clr": 5040, "nir": 11080, "c415": 4040, "c445": 4140, "c480": 4240, "c515": 4340, "c555": 4440, "c595": 4540, "c640": 4640, "c680": 4740}
1001-01-01	1778229900	10.69	0.855	{"clr": 5035, "nir": 11070, "c415": 4035, "c445": 4135, "c480": 4235, "c515": 4335, "c555": 4435, "c595": 4535, "c640": 4635, "c680": 4735}
1001-01-01	1778229600	10.92	0.874	{"clr": 5030, "nir": 11060, "c415": 4030, "c445": 4130, "c480": 4230, "c515": 4330, "c555": 4430, "c595": 4530, "c640": 4630, "c680": 4730}
1001-01-01	1778229300	10.83	0.866	{"clr": 5025, "nir": 11050, "c415": 4025, "c445": 4125, "c480": 4225, "c515": 4325, "c555": 4425, "c595": 4525, "c640": 4625, "c680": 4725}
1001-01-01	1778229000	10.88	0.870	{"clr": 5020, "nir": 11040, "c415": 4020, "c445": 4120, "c480": 4220, "c515": 4320, "c555": 4420, "c595": 4520, "c640": 4620, "c680": 4720}
1001-01-01	1778228700	10.99	0.879	{"clr": 5015, "nir": 11030, "c415": 4015, "c445": 4115, "c480": 4215, "c515": 4315, "c555": 4415, "c595": 4515, "c640": 4615, "c680": 4715}
1001-01-01	1778228400	10.60	0.848	{"clr": 5010, "nir": 11020, "c415": 4010, "c445": 4110, "c480": 4210, "c515": 4310, "c555": 4410, "c595": 4510, "c640": 4610, "c680": 4710}
1001-01-01	1778228100	10.61	0.849	{"clr": 5005, "nir": 11010, "c415": 4005, "c445": 4105, "c480": 4205, "c515": 4305, "c555": 4405, "c595": 4505, "c640": 4605, "c680": 4705}
1001-01-01	1778227800	10.75	0.860	{"clr": 5000, "nir": 11000, "c415": 4000, "c445": 4100, "c480": 4200, "c515": 4300, "c555": 4400, "c595": 4500, "c640": 4600, "c680": 4700}
1001-01-01	1778227500	10.85	0.868	{"clr": 4995, "nir": 10990, "c415": 3995, "c445": 4095, "c480": 4195, "c515": 4295, "c555": 4395, "c595": 4495, "c640": 4595, "c680": 4695}
1001-01-01	1778227200	10.83	0.866	{"clr": 4990, "nir": 10980, "c415": 3990, "c445": 4090, "c480": 4190, "c515": 4290, "c555": 4390, "c595": 4490, "c640": 4590, "c680": 4690}
1001-01-01	1778226900	10.90	0.872	{"clr": 4985, "nir": 10970, "c415": 3985, "c445": 4085, "c480": 4185, "c515": 4285, "c555": 4385, "c595": 4485, "c640": 4585, "c680": 4685}
1001-01-01	1778226600	10.63	0.850	{"clr": 4980, "nir": 10960, "c415": 3980, "c445": 4080, "c480": 4180, "c515": 4280, "c555": 4380, "c595": 4480, "c640": 4580, "c680": 4680}
1001-01-01	1778226300	10.82	0.866	{"clr": 4975, "nir": 10950, "c415": 3975, "c445": 4075, "c480": 4175, "c515": 4275, "c555": 4375, "c595": 4475, "c640": 4575, "c680": 4675}
1001-01-01	1778226000	10.95	0.876	{"clr": 4970, "nir": 10940, "c415": 3970, "c445": 4070, "c480": 4170, "c515": 4270, "c555": 4370, "c595": 4470, "c640": 4570, "c680": 4670}
1001-01-01	1778225700	10.85	0.868	{"clr": 4965, "nir": 10930, "c415": 3965, "c445": 4065, "c480": 4165, "c515": 4265, "c555": 4365, "c595": 4465, "c640": 4565, "c680": 4665}
1001-01-01	1778225400	10.90	0.872	{"clr": 4960, "nir": 10920, "c415": 3960, "c445": 4060, "c480": 4160, "c515": 4260, "c555": 4360, "c595": 4460, "c640": 4560, "c680": 4660}
1001-01-01	1778225100	10.63	0.850	{"clr": 4955, "nir": 10910, "c415": 3955, "c445": 4055, "c480": 4155, "c515": 4255, "c555": 4355, "c595": 4455, "c640": 4555, "c680": 4655}
1001-01-01	1778224800	10.69	0.855	{"clr": 4950, "nir": 10900, "c415": 3950, "c445": 4050, "c480": 4150, "c515": 4250, "c555": 4350, "c595": 4450, "c640": 4550, "c680": 4650}
1001-01-01	1778224500	10.60	0.848	{"clr": 4945, "nir": 10890, "c415": 3945, "c445": 4045, "c480": 4145, "c515": 4245, "c555": 4345, "c595": 4445, "c640": 4545, "c680": 4645}
1001-01-01	1778224200	10.72	0.858	{"clr": 4940, "nir": 10880, "c415": 3940, "c445": 4040, "c480": 4140, "c515": 4240, "c555": 4340, "c595": 4440, "c640": 4540, "c680": 4640}
1001-01-01	1778223900	10.68	0.854	{"clr": 4935, "nir": 10870, "c415": 3935, "c445": 4035, "c480": 4135, "c515": 4235, "c555": 4335, "c595": 4435, "c640": 4535, "c680": 4635}
1001-01-01	1778223600	10.70	0.856	{"clr": 4930, "nir": 10860, "c415": 3930, "c445": 4030, "c480": 4130, "c515": 4230, "c555": 4330, "c595": 4430, "c640": 4530, "c680": 4630}
1001-01-01	1778223300	10.61	0.849	{"clr": 4925, "nir": 10850, "c415": 3925, "c445": 4025, "c480": 4125, "c515": 4225, "c555": 4325, "c595": 4425, "c640": 4525, "c680": 4625}
1001-01-01	1778223000	10.60	0.848	{"clr": 4920, "nir": 10840, "c415": 3920, "c445": 4020, "c480": 4120, "c515": 4220, "c555": 4320, "c595": 4420, "c640": 4520, "c680": 4620}
1001-01-01	1778222700	10.61	0.849	{"clr": 4915, "nir": 10830, "c415": 3915, "c445": 4015, "c480": 4115, "c515": 4215, "c555": 4315, "c595": 4415, "c640": 4515, "c680": 4615}
1001-01-01	1778222400	10.63	0.850	{"clr": 4910, "nir": 10820, "c415": 3910, "c445": 4010, "c480": 4110, "c515": 4210, "c555": 4310, "c595": 4410, "c640": 4510, "c680": 4610}
1001-01-01	1778222100	10.91	0.873	{"clr": 4905, "nir": 10810, "c415": 3905, "c445": 4005, "c480": 4105, "c515": 4205, "c555": 4305, "c595": 4405, "c640": 4505, "c680": 4605}
1001-01-01	1778221800	10.73	0.858	{"clr": 4900, "nir": 10800, "c415": 3900, "c445": 4000, "c480": 4100, "c515": 4200, "c555": 4300, "c595": 4400, "c640": 4500, "c680": 4600}
1001-01-01	1778221500	10.60	0.848	{"clr": 4895, "nir": 10790, "c415": 3895, "c445": 3995, "c480": 4095, "c515": 4195, "c555": 4295, "c595": 4395, "c640": 4495, "c680": 4595}
1001-01-01	1778221200	10.57	0.846	{"clr": 4890, "nir": 10780, "c415": 3890, "c445": 3990, "c480": 4090, "c515": 4190, "c555": 4290, "c595": 4390, "c640": 4490, "c680": 4590}
1001-01-01	1778220900	10.55	0.844	{"clr": 4885, "nir": 10770, "c415": 3885, "c445": 3985, "c480": 4085, "c515": 4185, "c555": 4285, "c595": 4385, "c640": 4485, "c680": 4585}
1001-01-01	1778220600	10.69	0.855	{"clr": 4880, "nir": 10760, "c415": 3880, "c445": 3980, "c480": 4080, "c515": 4180, "c555": 4280, "c595": 4380, "c640": 4480, "c680": 4580}
1001-01-01	1778220300	10.79	0.863	{"clr": 4875, "nir": 10750, "c415": 3875, "c445": 3975, "c480": 4075, "c515": 4175, "c555": 4275, "c595": 4375, "c640": 4475, "c680": 4575}
1001-01-01	1778220000	10.90	0.872	{"clr": 4870, "nir": 10740, "c415": 3870, "c445": 3970, "c480": 4070, "c515": 4170, "c555": 4270, "c595": 4370, "c640": 4470, "c680": 4570}
1001-01-01	1778219700	10.66	0.853	{"clr": 4865, "nir": 10730, "c415": 3865, "c445": 3965, "c480": 4065, "c515": 4165, "c555": 4265, "c595": 4365, "c640": 4465, "c680": 4565}
1001-01-01	1778219400	10.60	0.848	{"clr": 4860, "nir": 10720, "c415": 3860, "c445": 3960, "c480": 4060, "c515": 4160, "c555": 4260, "c595": 4360, "c640": 4460, "c680": 4560}
1001-01-01	1778219100	10.75	0.860	{"clr": 4855, "nir": 10710, "c415": 3855, "c445": 3955, "c480": 4055, "c515": 4155, "c555": 4255, "c595": 4355, "c640": 4455, "c680": 4555}
1001-01-01	1778218800	10.87	0.870	{"clr": 4850, "nir": 10700, "c415": 3850, "c445": 3950, "c480": 4050, "c515": 4150, "c555": 4250, "c595": 4350, "c640": 4450, "c680": 4550}
1001-01-01	1778218500	10.62	0.850	{"clr": 4845, "nir": 10690, "c415": 3845, "c445": 3945, "c480": 4045, "c515": 4145, "c555": 4245, "c595": 4345, "c640": 4445, "c680": 4545}
1001-01-01	1778218200	10.69	0.855	{"clr": 4840, "nir": 10680, "c415": 3840, "c445": 3940, "c480": 4040, "c515": 4140, "c555": 4240, "c595": 4340, "c640": 4440, "c680": 4540}
1001-01-01	1778217900	10.91	0.873	{"clr": 4835, "nir": 10670, "c415": 3835, "c445": 3935, "c480": 4035, "c515": 4135, "c555": 4235, "c595": 4335, "c640": 4435, "c680": 4535}
1001-01-01	1778217600	10.72	0.858	{"clr": 4830, "nir": 10660, "c415": 3830, "c445": 3930, "c480": 4030, "c515": 4130, "c555": 4230, "c595": 4330, "c640": 4430, "c680": 4530}
1001-01-01	1778217300	10.59	0.847	{"clr": 4825, "nir": 10650, "c415": 3825, "c445": 3925, "c480": 4025, "c515": 4125, "c555": 4225, "c595": 4325, "c640": 4425, "c680": 4525}
1001-01-01	1778217000	10.69	0.855	{"clr": 4820, "nir": 10640, "c415": 3820, "c445": 3920, "c480": 4020, "c515": 4120, "c555": 4220, "c595": 4320, "c640": 4420, "c680": 4520}
1001-01-01	1778216700	10.52	0.842	{"clr": 4815, "nir": 10630, "c415": 3815, "c445": 3915, "c480": 4015, "c515": 4115, "c555": 4215, "c595": 4315, "c640": 4415, "c680": 4515}
1001-01-01	1778216400	10.86	0.869	{"clr": 4810, "nir": 10620, "c415": 3810, "c445": 3910, "c480": 4010, "c515": 4110, "c555": 4210, "c595": 4310, "c640": 4410, "c680": 4510}
1001-01-01	1778216100	10.56	0.845	{"clr": 4805, "nir": 10610, "c415": 3805, "c445": 3905, "c480": 4005, "c515": 4105, "c555": 4205, "c595": 4305, "c640": 4405, "c680": 4505}
1001-01-01	1778215800	10.74	0.859	{"clr": 4800, "nir": 10600, "c415": 3800, "c445": 3900, "c480": 4000, "c515": 4100, "c555": 4200, "c595": 4300, "c640": 4400, "c680": 4500}
1001-01-01	1778215500	10.60	0.848	{"clr": 4795, "nir": 10590, "c415": 3795, "c445": 3895, "c480": 3995, "c515": 4095, "c555": 4195, "c595": 4295, "c640": 4395, "c680": 4495}
1001-01-01	1778215200	10.60	0.848	{"clr": 4790, "nir": 10580, "c415": 3790, "c445": 3890, "c480": 3990, "c515": 4090, "c555": 4190, "c595": 4290, "c640": 4390, "c680": 4490}
1001-01-01	1778214900	10.76	0.861	{"clr": 4785, "nir": 10570, "c415": 3785, "c445": 3885, "c480": 3985, "c515": 4085, "c555": 4185, "c595": 4285, "c640": 4385, "c680": 4485}
